,date,precipitation,precipitation_normal
13960,19861126,2.18,3.68
13961,19861127,2.18,3.69
13962,19861128,2.18,3.71
13963,19861129,2.18,3.72
13964,19861130,2.18,3.73
13965,19861201,2.18,3.74
13966,19861202,2.18,3.75
13967,19861203,2.18,3.77
13968,19861204,2.18,3.78
13969,19861205,2.18,3.79
13970,19861206,2.28,3.8
13971,19861207,2.46,3.81
13972,19861208,2.46,3.82
13973,19861209,2.46,3.83
13974,19861210,2.46,3.85
13975,19861211,2.46,3.86
13976,19861212,2.46,3.87
13977,19861213,2.46,3.88
13978,19861214,2.46,3.9
13979,19861215,2.49,3.91
13980,19861216,2.49,3.93
13981,19861217,2.49,3.94
13982,19861218,2.49,3.96
13983,19861219,2.54,3.97
13984,19861220,2.65,3.98
13985,19861221,2.65,4.0
13986,19861222,2.65,4.02
13987,19861223,2.65,4.03
13988,19861224,2.65,4.05
13989,19861225,2.65,4.07
13990,19861226,2.65,4.08
13991,19861227,2.65,4.1
13992,19861228,2.65,4.12
13993,19861229,2.65,4.14
13994,19861230,2.65,4.16
13995,19861231,2.65,4.18
13996,19870101,0.00,0.02
13997,19870102,0.00,0.04
13998,19870103,0.00,0.06
13999,19870104,0.27,0.08
14000,19870105,0.47,0.1
14001,19870106,0.49,0.12
14002,19870107,1.13,0.14
14003,19870108,1.13,0.16
14004,19870109,1.13,0.18
14005,19870110,1.13,0.2
14006,19870111,1.13,0.22
14007,19870112,1.13,0.23
14008,19870113,1.13,0.25
14009,19870114,1.13,0.27
14010,19870115,1.13,0.29
14011,19870116,1.13,0.31
14012,19870117,1.13,0.33
14013,19870118,1.13,0.35
14014,19870119,1.13,0.36
14015,19870120,1.13,0.38
14016,19870121,1.13,0.39
14017,19870122,1.13,0.41
14018,19870123,1.13,0.43
14019,19870124,1.13,0.44
14020,19870125,1.13,0.46
14021,19870126,1.13,0.47
14022,19870127,1.13,0.49
14023,19870128,1.13,0.51
14024,19870129,1.13,0.52
14025,19870130,1.13,0.54
14026,19870131,1.13,0.56
14027,19870201,1.13,0.58
14028,19870202,1.13,0.6
14029,19870203,1.13,0.63
14030,19870204,1.13,0.65
14031,19870205,1.13,0.67
14032,19870206,1.13,0.69
14033,19870207,1.13,0.72
14034,19870208,1.13,0.75
14035,19870209,1.13,0.77
14036,19870210,1.18,0.8
14037,19870211,1.18,0.83
14038,19870212,1.18,0.85
14039,19870213,1.18,0.88
14040,19870214,1.18,0.92
14041,19870215,1.18,0.95
14042,19870216,1.18,0.98
14043,19870217,1.18,1.01
14044,19870218,1.18,1.05
14045,19870219,1.18,1.08
14046,19870220,1.18,1.11
14047,19870221,1.18,1.14
14048,19870222,1.18,1.18
14049,19870223,1.18,1.21
14050,19870224,1.21,1.24
14051,19870225,1.58,1.27
14052,19870226,1.58,1.3
14053,19870227,1.58,1.33
14054,19870228,1.58,1.36
14055,19870301,1.58,1.38
14056,19870302,1.58,1.4
14057,19870303,1.58,1.42
14058,19870304,1.58,1.44
14059,19870305,1.58,1.46
14060,19870306,1.60,1.48
14061,19870307,1.92,1.5
14062,19870308,2.00,1.52
14063,19870309,2.01,1.53
14064,19870310,2.01,1.55
14065,19870311,2.01,1.56
14066,19870312,2.01,1.58
14067,19870313,2.01,1.59
14068,19870314,2.01,1.61
14069,19870315,2.03,1.62
14070,19870316,2.03,1.63
14071,19870317,2.03,1.64
14072,19870318,2.03,1.65
14073,19870319,2.03,1.66
14074,19870320,2.03,1.68
14075,19870321,2.04,1.69
14076,19870322,2.07,1.7
14077,19870323,2.07,1.71
14078,19870324,2.07,1.72
14079,19870325,2.07,1.73
14080,19870326,2.07,1.74
14081,19870327,2.07,1.74
14082,19870328,2.07,1.75
14083,19870329,2.07,1.76
14084,19870330,2.07,1.77
14085,19870331,2.07,1.78
14086,19870401,2.07,1.79
14087,19870402,2.07,1.8
14088,19870403,2.13,1.81
14089,19870404,2.19,1.82
14090,19870405,2.19,1.83
14091,19870406,2.19,1.84
14092,19870407,2.19,1.85
14093,19870408,2.19,1.85
14094,19870409,2.19,1.86
14095,19870410,2.19,1.87
14096,19870411,2.19,1.88
14097,19870412,2.19,1.88
14098,19870413,2.19,1.89
14099,19870414,2.19,1.89
14100,19870415,2.19,1.9
14101,19870416,2.19,1.9
14102,19870417,2.19,1.91
14103,19870418,2.19,1.92
14104,19870419,2.19,1.92
14105,19870420,2.19,1.93
14106,19870421,2.19,1.93
14107,19870422,2.19,1.94
14108,19870423,2.19,1.94
14109,19870424,2.19,1.95
14110,19870425,2.19,1.95
14111,19870426,2.19,1.96
14112,19870427,2.19,1.96
14113,19870428,2.19,1.97
14114,19870429,2.24,1.98
14115,19870430,2.24,1.98
14116,19870501,2.24,1.98
14117,19870502,2.24,1.99
14118,19870503,2.24,1.99
14119,19870504,2.24,1.99
14120,19870505,2.24,2.0
14121,19870506,2.24,2.0
14122,19870507,2.25,2.0
14123,19870508,2.28,2.01
14124,19870509,2.28,2.01
14125,19870510,2.28,2.01
14126,19870511,2.28,2.02
14127,19870512,2.28,2.02
14128,19870513,2.28,2.02
14129,19870514,2.28,2.02
14130,19870515,2.31,2.03
14131,19870516,3.14,2.03
14132,19870517,3.14,2.03
14133,19870518,3.14,2.03
14134,19870519,3.14,2.03
14135,19870520,3.14,2.03
14136,19870521,3.14,2.04
14137,19870522,3.14,2.04
14138,19870523,3.14,2.04
14139,19870524,3.14,2.04
14140,19870525,3.14,2.04
14141,19870526,3.14,2.04
14142,19870527,3.14,2.05
14143,19870528,3.14,2.05
14144,19870529,3.14,2.05
14145,19870530,3.14,2.05
14146,19870531,3.14,2.05
14147,19870601,3.14,2.05
14148,19870602,3.14,2.05
14149,19870603,3.14,2.05
14150,19870604,3.14,2.05
14151,19870605,3.14,2.05
14152,19870606,3.27,2.06
14153,19870607,3.27,2.06
14154,19870608,3.27,2.06
14155,19870609,3.27,2.06
14156,19870610,3.27,2.06
14157,19870611,3.27,2.06
14158,19870612,3.27,2.06
14159,19870613,3.27,2.06
14160,19870614,3.27,2.06
14161,19870615,3.27,2.06
14162,19870616,3.27,2.06
14163,19870617,3.27,2.06
14164,19870618,3.27,2.06
14165,19870619,3.27,2.06
14166,19870620,3.27,2.06
14167,19870621,3.27,2.07
14168,19870622,3.27,2.07
14169,19870623,3.27,2.07
14170,19870624,3.27,2.07
14171,19870625,3.27,2.07
14172,19870626,3.27,2.08
14173,19870627,3.27,2.08
14174,19870628,3.27,2.08
14175,19870629,3.27,2.09
14176,19870630,3.27,2.09
14177,19870701,3.27,2.1
14178,19870702,3.27,2.11
14179,19870703,3.27,2.11
14180,19870704,3.27,2.12
14181,19870705,3.27,2.13
14182,19870706,3.27,2.14
14183,19870707,3.27,2.15
14184,19870708,3.27,2.17
14185,19870709,3.27,2.18
14186,19870710,3.27,2.19
14187,19870711,3.27,2.2
14188,19870712,3.27,2.21
14189,19870713,3.27,2.23
14190,19870714,3.27,2.24
14191,19870715,3.27,2.25
14192,19870716,3.32,2.27
14193,19870717,3.32,2.28
14194,19870718,3.32,2.3
14195,19870719,3.32,2.31
14196,19870720,3.32,2.32
14197,19870721,3.33,2.34
14198,19870722,3.33,2.35
14199,19870723,3.33,2.37
14200,19870724,3.33,2.38
14201,19870725,3.33,2.39
14202,19870726,3.37,2.4
14203,19870727,3.40,2.42
14204,19870728,3.40,2.43
14205,19870729,3.40,2.44
14206,19870730,3.40,2.46
14207,19870731,3.40,2.47
14208,19870801,3.40,2.48
14209,19870802,3.40,2.49
14210,19870803,3.40,2.5
14211,19870804,3.40,2.51
14212,19870805,3.40,2.52
14213,19870806,3.40,2.53
14214,19870807,3.41,2.54
14215,19870808,3.41,2.55
14216,19870809,3.41,2.56
14217,19870810,3.41,2.57
14218,19870811,3.41,2.58
14219,19870812,3.41,2.59
14220,19870813,3.41,2.6
14221,19870814,3.41,2.61
14222,19870815,3.41,2.62
14223,19870816,3.41,2.63
14224,19870817,3.41,2.64
14225,19870818,3.41,2.65
14226,19870819,3.41,2.66
14227,19870820,3.41,2.67
14228,19870821,3.41,2.68
14229,19870822,3.41,2.69
14230,19870823,3.41,2.7
14231,19870824,3.41,2.71
14232,19870825,3.41,2.72
14233,19870826,3.41,2.73
14234,19870827,3.41,2.74
14235,19870828,3.41,2.75
14236,19870829,3.41,2.77
14237,19870830,3.41,2.78
14238,19870831,3.41,2.79
14239,19870901,3.41,2.8
14240,19870902,3.41,2.82
14241,19870903,3.41,2.83
14242,19870904,3.41,2.84
14243,19870905,3.41,2.86
14244,19870906,3.41,2.87
14245,19870907,3.41,2.88
14246,19870908,3.41,2.89
14247,19870909,3.41,2.9
14248,19870910,3.41,2.92
14249,19870911,3.41,2.93
14250,19870912,3.41,2.94
14251,19870913,3.41,2.95
14252,19870914,3.41,2.96
14253,19870915,3.41,2.98
14254,19870916,3.41,2.99
14255,19870917,3.41,3.0
14256,19870918,3.41,3.01
14257,19870919,3.41,3.02
14258,19870920,3.41,3.03
14259,19870921,3.41,3.04
14260,19870922,3.41,3.05
14261,19870923,3.41,3.06
14262,19870924,3.41,3.07
14263,19870925,3.41,3.08
14264,19870926,3.41,3.08
14265,19870927,3.41,3.09
14266,19870928,3.41,3.1
14267,19870929,3.41,3.1
14268,19870930,3.41,3.11
14269,19871001,3.41,3.12
14270,19871002,3.41,3.12
14271,19871003,3.41,3.13
14272,19871004,3.41,3.14
14273,19871005,3.41,3.15
14274,19871006,3.41,3.16
14275,19871007,3.41,3.17
14276,19871008,3.41,3.18
14277,19871009,3.41,3.19
14278,19871010,3.41,3.2
14279,19871011,3.41,3.21
14280,19871012,3.41,3.22
14281,19871013,3.41,3.23
14282,19871014,3.41,3.24
14283,19871015,3.41,3.26
14284,19871016,3.41,3.27
14285,19871017,3.41,3.28
14286,19871018,3.41,3.29
14287,19871019,3.41,3.3
14288,19871020,3.41,3.31
14289,19871021,3.41,3.32
14290,19871022,3.42,3.33
14291,19871023,3.42,3.34
14292,19871024,3.64,3.36
14293,19871025,3.64,3.37
14294,19871026,3.64,3.38
14295,19871027,3.64,3.39
14296,19871028,3.64,3.4
14297,19871029,3.65,3.41
14298,19871030,3.65,3.42
14299,19871031,3.90,3.43
14300,19871101,4.61,3.44
14301,19871102,5.43,3.45
14302,19871103,5.43,3.46
14303,19871104,5.43,3.46
14304,19871105,5.70,3.47
14305,19871106,5.70,3.48
14306,19871107,5.70,3.49
14307,19871108,5.70,3.5
14308,19871109,5.70,3.51
14309,19871110,5.70,3.52
14310,19871111,5.70,3.52
14311,19871112,5.70,3.53
14312,19871113,5.70,3.54
14313,19871114,5.70,3.55
14314,19871115,5.70,3.56
14315,19871116,5.70,3.57
14316,19871117,5.70,3.58
14317,19871118,5.70,3.59
14318,19871119,5.70,3.6
14319,19871120,5.70,3.61
14320,19871121,5.70,3.62
14321,19871122,5.70,3.63
14322,19871123,5.70,3.65
14323,19871124,5.70,3.66
14324,19871125,5.70,3.67
14325,19871126,5.70,3.68
14326,19871127,5.70,3.69
14327,19871128,5.70,3.71
14328,19871129,5.70,3.72
14329,19871130,5.70,3.73
14330,19871201,5.70,3.74
14331,19871202,5.70,3.75
14332,19871203,5.70,3.77
14333,19871204,5.79,3.78
14334,19871205,5.91,3.79
14335,19871206,5.91,3.8
14336,19871207,5.91,3.81
14337,19871208,5.91,3.82
14338,19871209,5.91,3.83
14339,19871210,5.91,3.85
14340,19871211,5.91,3.86
14341,19871212,5.91,3.87
14342,19871213,5.91,3.88
14343,19871214,5.91,3.9
14344,19871215,5.91,3.91
14345,19871216,5.91,3.93
14346,19871217,6.34,3.94
14347,19871218,6.34,3.96
14348,19871219,6.59,3.97
14349,19871220,6.59,3.98
14350,19871221,6.59,4.0
14351,19871222,6.59,4.02
14352,19871223,6.59,4.03
14353,19871224,6.59,4.05
14354,19871225,6.59,4.07
14355,19871226,6.59,4.08
14356,19871227,6.59,4.1
14357,19871228,6.59,4.12
14358,19871229,6.59,4.14
14359,19871230,6.59,4.16
14360,19871231,6.59,4.18
14361,19880101,0.00,0.02
14362,19880102,0.00,0.04
14363,19880103,0.00,0.06
14364,19880104,0.05,0.08
14365,19880105,0.07,0.1
14366,19880106,0.07,0.12
14367,19880107,0.07,0.14
14368,19880108,0.07,0.16
14369,19880109,0.07,0.18
14370,19880110,0.07,0.2
14371,19880111,0.07,0.22
14372,19880112,0.07,0.23
14373,19880113,0.07,0.25
14374,19880114,0.07,0.27
14375,19880115,0.07,0.29
14376,19880116,0.07,0.31
14377,19880117,0.65,0.33
14378,19880118,0.65,0.35
14379,19880119,0.65,0.36
14380,19880120,0.65,0.38
14381,19880121,0.65,0.39
14382,19880122,0.65,0.41
14383,19880123,0.65,0.43
14384,19880124,0.65,0.44
14385,19880125,0.65,0.46
14386,19880126,0.65,0.47
14387,19880127,0.65,0.49
14388,19880128,0.65,0.51
14389,19880129,0.65,0.52
14390,19880130,0.65,0.54
14391,19880131,0.65,0.56
14392,19880201,0.65,0.58
14393,19880202,0.87,0.6
14394,19880203,0.87,0.63
14395,19880204,0.87,0.65
14396,19880205,0.87,0.67
14397,19880206,0.87,0.69
14398,19880207,0.87,0.72
14399,19880208,0.87,0.75
14400,19880209,0.87,0.77
14401,19880210,0.87,0.8
14402,19880211,0.87,0.83
14403,19880212,0.87,0.85
14404,19880213,0.87,0.88
14405,19880214,0.87,0.92
14406,19880215,0.87,0.95
14407,19880216,0.87,0.98
14408,19880217,0.87,1.01
14409,19880218,0.87,1.05
14410,19880219,0.87,1.08
14411,19880220,0.87,1.11
14412,19880221,0.87,1.14
14413,19880222,0.87,1.18
14414,19880223,0.87,1.21
14415,19880224,0.87,1.24
14416,19880225,0.87,1.27
14417,19880226,0.87,1.3
14418,19880227,0.91,1.33
14419,19880228,0.91,1.36
14420,19880229,0.91,1.36
14421,19880301,0.91,1.38
14422,19880302,0.91,1.4
14423,19880303,0.91,1.42
14424,19880304,0.91,1.44
14425,19880305,0.91,1.46
14426,19880306,0.91,1.48
14427,19880307,0.91,1.5
14428,19880308,0.91,1.52
14429,19880309,0.91,1.53
14430,19880310,0.91,1.55
14431,19880311,0.91,1.56
14432,19880312,0.91,1.58
14433,19880313,0.91,1.59
14434,19880314,0.91,1.61
14435,19880315,0.91,1.62
14436,19880316,0.91,1.63
14437,19880317,0.91,1.64
14438,19880318,0.91,1.65
14439,19880319,0.91,1.66
14440,19880320,0.91,1.68
14441,19880321,0.91,1.69
14442,19880322,0.91,1.7
14443,19880323,0.91,1.71
14444,19880324,0.91,1.72
14445,19880325,0.91,1.73
14446,19880326,0.91,1.74
14447,19880327,0.91,1.74
14448,19880328,0.91,1.75
14449,19880329,0.91,1.76
14450,19880330,0.91,1.77
14451,19880331,0.91,1.78
14452,19880401,0.91,1.79
14453,19880402,0.91,1.8
14454,19880403,0.91,1.81
14455,19880404,0.91,1.82
14456,19880405,0.91,1.83
14457,19880406,0.91,1.84
14458,19880407,0.91,1.85
14459,19880408,0.91,1.85
14460,19880409,0.91,1.86
14461,19880410,0.91,1.87
14462,19880411,0.91,1.88
14463,19880412,0.91,1.88
14464,19880413,1.41,1.89
14465,19880414,1.55,1.89
14466,19880415,1.60,1.9
14467,19880416,1.60,1.9
14468,19880417,1.60,1.91
14469,19880418,1.60,1.92
14470,19880419,1.60,1.92
14471,19880420,1.60,1.93
14472,19880421,1.67,1.93
14473,19880422,1.67,1.94
14474,19880423,1.67,1.94
14475,19880424,1.67,1.95
14476,19880425,1.67,1.95
14477,19880426,1.67,1.96
14478,19880427,1.67,1.96
14479,19880428,1.67,1.97
14480,19880429,1.67,1.98
14481,19880430,1.67,1.98
14482,19880501,1.67,1.98
14483,19880502,1.67,1.99
14484,19880503,1.67,1.99
14485,19880504,1.67,1.99
14486,19880505,1.67,2.0
14487,19880506,1.67,2.0
14488,19880507,1.67,2.0
14489,19880508,1.67,2.01
14490,19880509,1.67,2.01
14491,19880510,1.67,2.01
14492,19880511,1.67,2.02
14493,19880512,1.67,2.02
14494,19880513,1.67,2.02
14495,19880514,1.67,2.02
14496,19880515,1.67,2.03
14497,19880516,1.67,2.03
14498,19880517,1.67,2.03
14499,19880518,1.67,2.03
14500,19880519,1.67,2.03
14501,19880520,1.67,2.03
14502,19880521,1.67,2.04
14503,19880522,1.67,2.04
14504,19880523,1.67,2.04
14505,19880524,1.67,2.04
14506,19880525,1.67,2.04
14507,19880526,1.67,2.04
14508,19880527,1.67,2.05
14509,19880528,1.67,2.05
14510,19880529,1.67,2.05
14511,19880530,1.67,2.05
14512,19880531,1.67,2.05
14513,19880601,1.67,2.05
14514,19880602,1.67,2.05
14515,19880603,1.67,2.05
14516,19880604,1.67,2.05
14517,19880605,1.67,2.05
14518,19880606,1.67,2.06
14519,19880607,1.67,2.06
14520,19880608,1.67,2.06
14521,19880609,1.67,2.06
14522,19880610,1.67,2.06
14523,19880611,1.67,2.06
14524,19880612,1.67,2.06
14525,19880613,1.67,2.06
14526,19880614,1.67,2.06
14527,19880615,1.67,2.06
14528,19880616,1.67,2.06
14529,19880617,1.67,2.06
14530,19880618,1.67,2.06
14531,19880619,1.67,2.06
14532,19880620,1.67,2.06
14533,19880621,1.69,2.07
14534,19880622,1.71,2.07
14535,19880623,1.71,2.07
14536,19880624,1.71,2.07
14537,19880625,1.71,2.07
14538,19880626,1.71,2.08
14539,19880627,1.71,2.08
14540,19880628,1.71,2.08
14541,19880629,1.71,2.09
14542,19880630,1.71,2.09
14543,19880701,1.71,2.1
14544,19880702,1.71,2.11
14545,19880703,1.71,2.11
14546,19880704,1.71,2.12
14547,19880705,1.71,2.13
14548,19880706,1.71,2.14
14549,19880707,1.71,2.15
14550,19880708,1.71,2.17
14551,19880709,1.71,2.18
14552,19880710,1.71,2.19
14553,19880711,1.71,2.2
14554,19880712,1.71,2.21
14555,19880713,1.71,2.23
14556,19880714,1.71,2.24
14557,19880715,1.71,2.25
14558,19880716,1.71,2.27
14559,19880717,1.71,2.28
14560,19880718,1.71,2.3
14561,19880719,1.71,2.31
14562,19880720,1.71,2.32
14563,19880721,1.71,2.34
14564,19880722,1.71,2.35
14565,19880723,1.71,2.37
14566,19880724,1.71,2.38
14567,19880725,1.71,2.39
14568,19880726,1.71,2.4
14569,19880727,1.71,2.42
14570,19880728,1.71,2.43
14571,19880729,1.71,2.44
14572,19880730,1.71,2.46
14573,19880731,1.75,2.47
14574,19880801,1.75,2.48
14575,19880802,1.75,2.49
14576,19880803,1.75,2.5
14577,19880804,1.75,2.51
14578,19880805,1.75,2.52
14579,19880806,1.75,2.53
14580,19880807,1.75,2.54
14581,19880808,1.75,2.55
14582,19880809,1.75,2.56
14583,19880810,1.75,2.57
14584,19880811,1.75,2.58
14585,19880812,1.75,2.59
14586,19880813,1.75,2.6
14587,19880814,1.75,2.61
14588,19880815,1.75,2.62
14589,19880816,1.75,2.63
14590,19880817,1.75,2.64
14591,19880818,1.75,2.65
14592,19880819,1.82,2.66
14593,19880820,1.83,2.67
14594,19880821,1.83,2.68
14595,19880822,1.83,2.69
14596,19880823,1.83,2.7
14597,19880824,1.83,2.71
14598,19880825,1.83,2.72
14599,19880826,1.94,2.73
14600,19880827,2.06,2.74
14601,19880828,2.06,2.75
14602,19880829,2.21,2.77
14603,19880830,2.21,2.78
14604,19880831,2.21,2.79
14605,19880901,2.21,2.8
14606,19880902,2.21,2.82
14607,19880903,2.21,2.83
14608,19880904,2.21,2.84
14609,19880905,2.21,2.86
14610,19880906,2.21,2.87
14611,19880907,2.21,2.88
14612,19880908,2.21,2.89
14613,19880909,2.21,2.9
14614,19880910,2.21,2.92
14615,19880911,2.21,2.93
14616,19880912,2.21,2.94
14617,19880913,2.21,2.95
14618,19880914,2.21,2.96
14619,19880915,2.21,2.98
14620,19880916,2.21,2.99
14621,19880917,2.21,3.0
14622,19880918,2.21,3.01
14623,19880919,2.21,3.02
14624,19880920,2.21,3.03
14625,19880921,2.21,3.04
14626,19880922,2.21,3.05
14627,19880923,2.21,3.06
14628,19880924,2.21,3.07
14629,19880925,2.21,3.08
14630,19880926,2.21,3.08
14631,19880927,2.21,3.09
14632,19880928,2.21,3.1
14633,19880929,2.21,3.1
14634,19880930,2.21,3.11
14635,19881001,2.21,3.12
14636,19881002,2.21,3.12
14637,19881003,2.21,3.13
14638,19881004,2.21,3.14
14639,19881005,2.21,3.15
14640,19881006,2.21,3.16
14641,19881007,2.21,3.17
14642,19881008,2.21,3.18
14643,19881009,2.21,3.19
14644,19881010,2.21,3.2
14645,19881011,2.21,3.21
14646,19881012,2.21,3.22
14647,19881013,2.21,3.23
14648,19881014,2.21,3.24
14649,19881015,2.21,3.26
14650,19881016,2.21,3.27
14651,19881017,2.21,3.28
14652,19881018,2.21,3.29
14653,19881019,2.21,3.3
14654,19881020,2.21,3.31
14655,19881021,2.21,3.32
14656,19881022,2.21,3.33
14657,19881023,2.21,3.34
14658,19881024,2.21,3.36
14659,19881025,2.21,3.37
14660,19881026,2.21,3.38
14661,19881027,2.21,3.39
14662,19881028,2.21,3.4
14663,19881029,2.21,3.41
14664,19881030,2.21,3.42
14665,19881031,2.21,3.43
14666,19881101,2.21,3.44
14667,19881102,2.21,3.45
14668,19881103,2.21,3.46
14669,19881104,2.21,3.46
14670,19881105,2.21,3.47
14671,19881106,2.21,3.48
14672,19881107,2.21,3.49
14673,19881108,2.21,3.5
14674,19881109,2.21,3.51
14675,19881110,2.21,3.52
14676,19881111,2.21,3.52
14677,19881112,2.21,3.53
14678,19881113,2.21,3.54
14679,19881114,2.21,3.55
14680,19881115,2.21,3.56
14681,19881116,2.21,3.57
14682,19881117,2.21,3.58
14683,19881118,2.21,3.59
14684,19881119,2.21,3.6
14685,19881120,2.21,3.61
14686,19881121,2.21,3.62
14687,19881122,2.21,3.63
14688,19881123,2.21,3.65
14689,19881124,2.21,3.66
14690,19881125,2.21,3.67
14691,19881126,2.21,3.68
14692,19881127,2.21,3.69
14693,19881128,2.21,3.71
14694,19881129,2.21,3.72
14695,19881130,2.21,3.73
14696,19881201,2.21,3.74
14697,19881202,2.21,3.75
14698,19881203,2.21,3.77
14699,19881204,2.21,3.78
14700,19881205,2.21,3.79
14701,19881206,2.21,3.8
14702,19881207,2.21,3.81
14703,19881208,2.21,3.82
14704,19881209,2.21,3.83
14705,19881210,2.21,3.85
14706,19881211,2.21,3.86
14707,19881212,2.21,3.87
14708,19881213,2.21,3.88
14709,19881214,2.21,3.9
14710,19881215,2.21,3.91
14711,19881216,2.21,3.93
14712,19881217,2.21,3.94
14713,19881218,2.21,3.96
14714,19881219,2.21,3.97
14715,19881220,2.21,3.98
14716,19881221,2.21,4.0
14717,19881222,2.21,4.02
14718,19881223,2.21,4.03
14719,19881224,2.22,4.05
14720,19881225,2.29,4.07
14721,19881226,2.29,4.08
14722,19881227,2.29,4.1
14723,19881228,2.29,4.12
14724,19881229,2.29,4.14
14725,19881230,2.29,4.16
14726,19881231,2.29,4.18
14727,19890101,0.00,0.02
14728,19890102,0.00,0.04
14729,19890103,0.04,0.06
14730,19890104,0.51,0.08
14731,19890105,0.51,0.1
14732,19890106,0.51,0.12
14733,19890107,0.51,0.14
14734,19890108,0.51,0.16
14735,19890109,0.51,0.18
14736,19890110,0.51,0.2
14737,19890111,0.51,0.22
14738,19890112,0.51,0.23
14739,19890113,0.51,0.25
14740,19890114,0.51,0.27
14741,19890115,0.51,0.29
14742,19890116,0.51,0.31
14743,19890117,0.51,0.33
14744,19890118,0.51,0.35
14745,19890119,0.51,0.36
14746,19890120,0.51,0.38
14747,19890121,0.51,0.39
14748,19890122,0.51,0.41
14749,19890123,0.51,0.43
14750,19890124,0.51,0.44
14751,19890125,0.51,0.46
14752,19890126,0.51,0.47
14753,19890127,0.51,0.49
14754,19890128,0.51,0.51
14755,19890129,0.51,0.52
14756,19890130,0.51,0.54
14757,19890131,0.51,0.56
14758,19890201,0.51,0.58
14759,19890202,0.51,0.6
14760,19890203,0.51,0.63
14761,19890204,0.51,0.65
14762,19890205,0.51,0.67
14763,19890206,0.51,0.69
14764,19890207,0.51,0.72
14765,19890208,0.53,0.75
14766,19890209,0.57,0.77
14767,19890210,0.57,0.8
14768,19890211,0.57,0.83
14769,19890212,0.57,0.85
14770,19890213,0.57,0.88
14771,19890214,0.57,0.92
14772,19890215,0.57,0.95
14773,19890216,0.57,0.98
14774,19890217,0.57,1.01
14775,19890218,0.57,1.05
14776,19890219,0.57,1.08
14777,19890220,0.57,1.11
14778,19890221,0.57,1.14
14779,19890222,0.57,1.18
14780,19890223,0.57,1.21
14781,19890224,0.57,1.24
14782,19890225,0.57,1.27
14783,19890226,0.57,1.3
14784,19890227,0.57,1.33
14785,19890228,0.57,1.36
14786,19890301,0.57,1.38
14787,19890302,0.57,1.4
14788,19890303,0.57,1.42
14789,19890304,0.57,1.44
14790,19890305,0.57,1.46
14791,19890306,0.57,1.48
14792,19890307,0.57,1.5
14793,19890308,0.57,1.52
14794,19890309,0.57,1.53
14795,19890310,0.57,1.55
14796,19890311,0.57,1.56
14797,19890312,0.57,1.58
14798,19890313,0.57,1.59
14799,19890314,0.57,1.61
14800,19890315,0.57,1.62
14801,19890316,0.57,1.63
14802,19890317,0.57,1.64
14803,19890318,0.57,1.65
14804,19890319,0.57,1.66
14805,19890320,0.57,1.68
14806,19890321,0.57,1.69
14807,19890322,0.57,1.7
14808,19890323,0.57,1.71
14809,19890324,0.57,1.72
14810,19890325,0.62,1.73
14811,19890326,0.62,1.74
14812,19890327,0.62,1.74
14813,19890328,0.62,1.75
14814,19890329,0.62,1.76
14815,19890330,0.62,1.77
14816,19890331,0.62,1.78
14817,19890401,0.62,1.79
14818,19890402,0.62,1.8
14819,19890403,0.62,1.81
14820,19890404,0.62,1.82
14821,19890405,0.62,1.83
14822,19890406,0.62,1.84
14823,19890407,0.62,1.85
14824,19890408,0.62,1.85
14825,19890409,0.62,1.86
14826,19890410,0.62,1.87
14827,19890411,0.62,1.88
14828,19890412,0.62,1.88
14829,19890413,0.62,1.89
14830,19890414,0.62,1.89
14831,19890415,0.62,1.9
14832,19890416,0.62,1.9
14833,19890417,0.62,1.91
14834,19890418,0.62,1.92
14835,19890419,0.62,1.92
14836,19890420,0.62,1.93
14837,19890421,0.62,1.93
14838,19890422,0.62,1.94
14839,19890423,0.62,1.94
14840,19890424,0.62,1.95
14841,19890425,0.62,1.95
14842,19890426,0.62,1.96
14843,19890427,0.62,1.96
14844,19890428,0.62,1.97
14845,19890429,0.62,1.98
14846,19890430,0.62,1.98
14847,19890501,0.62,1.98
14848,19890502,0.62,1.99
14849,19890503,0.62,1.99
14850,19890504,0.62,1.99
14851,19890505,0.62,2.0
14852,19890506,0.62,2.0
14853,19890507,0.62,2.0
14854,19890508,0.62,2.01
14855,19890509,0.62,2.01
14856,19890510,0.62,2.01
14857,19890511,0.62,2.02
14858,19890512,0.62,2.02
14859,19890513,1.25,2.02
14860,19890514,1.26,2.02
14861,19890515,1.26,2.03
14862,19890516,1.26,2.03
14863,19890517,1.26,2.03
14864,19890518,1.26,2.03
14865,19890519,1.26,2.03
14866,19890520,1.26,2.03
14867,19890521,1.26,2.04
14868,19890522,1.26,2.04
14869,19890523,1.26,2.04
14870,19890524,1.26,2.04
14871,19890525,1.26,2.04
14872,19890526,1.26,2.04
14873,19890527,1.26,2.05
14874,19890528,1.26,2.05
14875,19890529,1.26,2.05
14876,19890530,1.26,2.05
14877,19890531,1.26,2.05
14878,19890601,1.26,2.05
14879,19890602,1.26,2.05
14880,19890603,1.26,2.05
14881,19890604,1.26,2.05
14882,19890605,1.26,2.05
14883,19890606,1.26,2.06
14884,19890607,1.26,2.06
14885,19890608,1.26,2.06
14886,19890609,1.26,2.06
14887,19890610,1.26,2.06
14888,19890611,1.26,2.06
14889,19890612,1.26,2.06
14890,19890613,1.26,2.06
14891,19890614,1.26,2.06
